;Excavation Siglum;"Excavation Numbers ""Cleared""";Excavation Numbers UTDB (+-RSTI);Excavation Numbers SAU;KTU3;SAU Biblio (not full!!);Script;Language;SAU Script;SAU Language;SAU Script et Language;SAU genre;RSTI object type;RSTI description;Archive/General area;SAU Archive/General area;Detail in General;SAU Detail in General;SAU findspot;possible relevant (religious) genres;"""Clemens 2001""";Clemens Type;Clemens Note;Seal;Size;Museal Siglum;SAU Museal Siglum;TEO findspot;Topographic Point;SAU p.t.;Depth;SAU Depth;Note
81;RS;['1.009B'];['1.009[B]'];1.009[B]+1.009[C]+1.009[D]+1.009[E]+1.009[F]+1.009[G];8.2;8.2-5;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;;;;;36 x 22 x 12;AO 12.038;AO 12.038;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
82;RS;['1.009C'];['1.009[C]'];1.009[B]+1.009[C]+1.009[D]+1.009[E]+1.009[F]+1.009[G];8.3;8.2-5;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;;;;;29 x 19 x 19;AO 12.038;AO 12.038;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
83;RS;['1.009D'];['1.009[D]'];1.009[B]+1.009[C]+1.009[D]+1.009[E]+1.009[F]+1.009[G];8.4;8.2-5;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;;;;;18 x 15 x 17;AO 12.038;AO 12.038;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
84;RS;['1.009E'];['1.009[E]'];1.009[B]+1.009[C]+1.009[D]+1.009[E]+1.009[F]+1.009[G];8.5;8.2-5;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;;;;;12 x 16 x 18;AO 12.038;AO 12.038;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
85;RS;['1.009F'];['1.009[F]'];1.009[B]+1.009[C]+1.009[D]+1.009[E]+1.009[F]+1.009[G];;8.2-5;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;;;;;12 x 12 x 13;AO 12.038;AO 12.038;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
86;RS;['1.009G'];['1.009[G]'];1.009[B]+1.009[C]+1.009[D]+1.009[E]+1.009[F]+1.009[G];;8.2-5;Logosyllabic;Akkadian;Alphabetic;;a-;;Tablet;Tablet, Logosyllabic Akkadian;House of the High Priest;House of the High Priest;;;GP 1;;;;;;10 x 13 x 11;AO 12.038;AO 12.038;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
87;RS;['1.009'];['1.009'];1.009;1.46;1.46;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;ritual/list (sacrifices);;;;;132 x 163 x 27;AO 12.038;AO 12.038;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
88;RS;['1.010'];['1.010'];1.010;4.12;4.12;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;PRAVDA;administration;list of qdšm(?), GP findspot;;95 x 70 x 29;M3322 = A2742 (AO 11.997);A 2742;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
89;RS;['1.011A', '1.011B', '1.011'];['1.011[B]', '1.011', '1.011[A]'];1.011[A]+1.011[B]|1.011;4.13;4.13;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;;;;;107 x 49 x 23, 9 x 16 x 7, 29 x 22 x 10;M3356 = A2745 (AO 12.033);A 2745|AO 12.004;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
90;RS;['1.012'];['1.012'];1.012;4.14;4.14;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;UNCERTAIN;administrative;GP findspot;;107 x 95 x 29;AO 12.004;A 2746;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
91;RS;['1.043', '1.013'];['1.013', '1.043'];1.043+1.013;2.3;2.3;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Le;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;FALSE;Letter;purity?;;72 x 67 x 21;M3357 = A2746 (AO 12.008 + 12.024);;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
92;RS;['1.014'];['1.014'];1.014;4.15;4.15;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;PRAVDA;administrative;temple administration, many possible interpretations, GP findspot;;77 x 52 x 23;AO 12.002;AO 12.002;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
93;RS;['1.015'];['1.015'];1.015;4.16;4.16;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;UNCERTAIN;administrative;temple administration(?), GP findspot;;48 x 56 x 13;M3333 = A2712 (AO 12.017);A 2712;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
94;RS;['1.016'];['1.016'];1.016;5.1;5.1;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Sch;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;;;;;42 x 31 x 15;M3407 = A2778 (AO 12.012);A 2778;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
95;RS;['1.017'];['1.017'];1.017;1.47;1.47;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;list (gods);;;;;96 x 71 x 21;M3334 = A2713 (AO 12.003);A 2713;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
96;RS;['1.018'];['1.018'];1.018;2.4;2.4;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Le;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;PRAVDA;Letter;rb khnm, multiple refs. to religion;;68 x 59 x 25;AO 12.006;AO 12.006;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
97;RS;['1.019'];['1.019'];1.019;1.48;1.48;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;ritual/list (sacrifices);;;;;128 x 72 x 24;AO 12.037;AO 12.037;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
98;RS;['1.020'];['1.020'];1.020;2.5;2.5, TEO l,f5 ;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Le;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;;;;;37 x 33 x 13;AO 12.028;AO 12.028;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
99;RS;['1.021'];['1.021'];1.021;2.6;2.6;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Le;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;ADD TRUE;Letter;benediction;+seal;71 x 40 x 21;M3362 = A2772 (AO 12.019 + 12.048);A 2772;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
100;RS;['1.022'];['1.022'];1.022;1.49;1.49;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;ritual/list (sacrifices);;;;;74 x 69 x 26;M3364 = A2774 + M3365 = A2775 (AO 12.036);A 2774+2775;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
101;RS;['1.023'];['1.023'];1.023;1.50;1.50;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;ritual/list (sacrifices);;;;;92 x 77 x 17;M3332 = A2711 (AO 11.998);A 2711;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
102;RS;['1.024A', '1.024B'];['1.024B', '1.024A'];1.024A+1.024B;4.17;;Alphabetic;Ugaritic;;;;;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;religious/not economic?;UNCERTAIN;administrative/letter?;bˁl(?), GP findspot;;59 x 45 x 18, 61 x 74 x 19;AO 12.035 B;AO 12.035A+B;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;;;;
103;RS;['1.025'];['1.025'];1.025;4.18;4.18;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;UNCERTAIN;administrative/ritual?;join with 1.76?, GP findspot;;48 x 57 x 13;M3406 = A2776 (AO 12.007);A 2776;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
104;RS;['1.027'];['1.027'];1.027;1.51;1.51;Alphabetic;Hurrian;Alphabetic;Hurrian;a-hu;Rel;Tablet;Tablet, Alphabetic Hurrian;House of the High Priest;House of the High Priest;;;GP 1;hymn?;;;;;73 x 60 x 27;AO 11.999;AO 11.999;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
105;RS;['1.029A', '1.029B'];['1.029[B]', '1.029[A]'];1.029[A]+1.029[B]+25.163;4.5+4.19;4.19;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;UNCERTAIN;;GP findspot;;43 x 38 x 13, 80 x 70 x 10;AO 12.005 + 25.163;AO 12.005;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
106;RS;['1.030'];['1.030'];1.030;7.42;7.42;Alphabetic;Hurrian;Alphabetic;;a-;E;Tablet;Tablet, Alphabetic Hurrian;House of the High Priest;House of the High Priest;;;GP 1;religious?;UNCERTAIN;;because Hurrian(?);;(?) 32 x 33 x 17;M3359 = A2748 (AO 12.027);A 2748;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
107;RS;['1.031', '1.008'];['1.031', '1.008'];1.008+1.031;1.45;1.45;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;scribal exercise?/myth?;;;;;100 x 65 x 21;M3358 = A2747 (AO 12.034 + 12.025);A 2747;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
108;RS;['1.032'];['1.032'];1.032;2.8;2.8;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Le;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;;;;;36 x 73 x 9;M3346 = A2728 (AO 12.022);A 2728;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
109;RS;['1.033'];['1.033'];1.033;1.53;1.53;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;ritual/list (sacrifices);;;;;70 x 40 x 8;AO 12.023;AO 12.023;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
110;RS;['1.028', '1.035'];['1.035', '1.028'];1.035+1.028+12.013;1.52;1.52;Alphabetic;Hurrian;Alphabetic;Hurrian;a-hu;Rel;Tablet;Tablet, Alphabetic Hurrian;House of the High Priest;House of the High Priest;;;GP 1;religious;;;;;95 x 70 x 28;AO 12.011 + 12.013;AO 12.011;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
111;RS;['1.036'];['1.036'];1.036;4.20;4.20;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;;;;;45 x 40 x 21;M3335 = A2715 (AO 12.020);A 2715;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
112;RS;['1.037'];['1.037'];1.037;1.55;1.55;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;myth?;;;;;41 x 38 x 8;M3325 = A2771 (AO 12.014);A 2771;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
113;RS;['1.038'];['1.038'];1.038;4.21;4.21;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;;;;;18 x 29 x 8;AO 12.030;AO 12.030;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
114;RS;['1.039'];['1.039'];1.039;7.44;. 7.44;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;;;;;30 x 29 x 10;AO 12.032;AO 12.032;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
115;RS;['1.040'];['1.040'];1.040;7.45;7.45;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;;;;;30 x 18 x 12;M3452 = A7301 (AO 12.029);A 7301;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
116;RS;['1.041'];['1.041'];1.041;4.22;4.22;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;PROBABLY FALSE;administrative?;not-ritual;;36 x 48 x 12;M3408 = A2779 (AO 12.026);A 2779;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
117;RS;['1.042'];['1.042'];1.042;7.46;7.46;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;UNCERTAIN;;sacrificial?;;55 x 46 x 9;AO 12.039 bis;AO 12.039bis;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
118;RS;['1.044'];['1.044'];1.044;1.56;1.56;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;ritual?/list (sacrifices)?;;;;;41 x 44 x 36;M3409 = A2780 (AO 12.018);A 2780;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
119;RS;['1.045', '1.034'];['1.045', '1.034'];1.034+1.045;1.54;1.54;Alphabetic;Hurrian;Alphabetic;Hurrian;a-hu;Rel;Tablet;Tablet, Alphabetic Hurrian;House of the High Priest;House of the High Priest;;;GP 1;hymn;;;;;57 x 72 x 24;M3323 = A2744 (AO 12.009 + 12.001);A 2744;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
120;RS;['1.046'];['1.046'];1.046;1.57;1.57;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;ritual?;;;;;46 x 40 x 8;M3324 = A2770 (AO 12.021);A 2770;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
121;RS;['1.047'];['1.047'];1.047;1.58;1.58;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Rel;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;ritual/list (sacrifices);;;;;34 x 21 x 8;M3386 = A2831 (AO 12.031);A 2831;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
122;RS;['1.048'];['1.048'];1.048;7.47;7.47;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;;Tablet;Tablet, Alphabetic Ugaritic;House of the High Priest;House of the High Priest;;;GP 1;;POSSIBLY TRUE;;mgdl may be connected with the tower? But Clemens does not porvide any conclusion;;64 x 49 x 17;AO 12.010;AO 12.010;Acropole, Maison du Gr. Ptetre «nid de tablettes» (= p.t. 300);300;300;;;
123;RS;['10.028'];['10.028'];10.028;;CSC40-;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;seal;Seal;Seal, Logosyllabic Akkadian;Northwest of the tell;Northwest of the tell;;;NW;;PRAVDA;Seal;ref to IM and Anu;seal;;M4559 = A2850;A 2850;Butte NW Tell «E.R. 1857 ? 2,90»;;1857;;2.90;
124;RS;['10.029'];['10.029'];10.029;;CSC41;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;seal;Seal;Seal, Logosyllabic Akkadian;;Northwest of the tell;;;NW;;PRAVDA;Seal;ref to Ninšubur;seal;;;;;;1864;;0.95;
125;RS;['10.035'];['10.035'];10.035;4.46;4.46;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Northwest of the tell;Northwest of the tell;;;NW;;;;;;48 x 49 x 20;M3417 = A2802;A 2802;Butte NW Tell «S.R. 1876 ? 1,55»;;1876;;1.55;
126;RS;['10.043'];['10.043'];10.043;4.47;4.47;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Northwest of the tell;Northwest of the tell;;;NW;;PRAVDA;administrative;temple personnel;;73 x 64 x 21;M3370 = A2793;A 2793;Butte NW Tell «S.R. 1927 ? 1,20»;;1927;;1.20;
127;RS;['10.044'];['10.044'];10.044;;P3,188;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;E;Tablet;Tablet, Logosyllabic Akkadian;Northwest of the tell;;;;;;;;;;48 x 95 x 32;M3415 = A2800;A 2800;Butte NW Tell «S.R. 1927 ? 1,20»;;ib.;;;
128;RS;['10.045'];['10.045'];10.045;4.48;4.48;"Logosyllabic; Alphabetic";"Akkadian; Ugaritic";Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic with Akkadian summary;Northwest of the tell;Northwest of the tell;;;NW;;;;;;63 x 99 x 23;M3413 = A2790;A 2790;Butte NW Tell «S.R. 1930 ? 0,45»;;1930;;0.45;
129;RS;['10.046'];['10.046'];10.046;;P3,9;Logosyllabic;Akkadian;Logosyllabic;Akkadian;s-ak;LeI;Tablet;Tablet, Logosyllabic Akkadian;Northwest of the tell;;;;;;;;;;84 x 61 x 27;M3412 = A2788;A 2788;Butte NW Tell «S.R. 1930 ? 0,45»;;ib.;;;
130;RS;['10.052'];['10.052'];10.052;4.63;4.63;"Logosyllabic; Alphabetic";"Akkadian; Ugaritic";Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Northwest of the tell;Military Governor's House;;;GM;;;;;;230 x 155 x 35;M8225 = A2824;A 2824;Butte NW Tell «S.R. 1933 ? 0,90»;;1933;;0.90;
131;RS;['10.058'];['10.058'];10.058;;?;Logosyllabic;Akkadian;;;;;Tablet;Tablet, Logosyllabic Akkadian;Northwest of the tell;Northwest of the tell;;;NW;;;;;;34 x 30 (inv.);;;Butte NW Tell «S.R. 1941 ? 1,40»;;1941;;1.40;
132;RS;['10.062'];['10.062'];10.062;;?;;;;;;;Tablet;Tablet;Northwest of the tell;Northwest of the tell;;;NW;;;;;;;;;Butte NW Tell «S.R. 1963 ? 2,0»;;, 1963;;2.00;
133;RS;['10.081'];['10.081'];10.081;5.4;5.4;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;Sch;Tablet;Tablet, Alphabetic Ugaritic;Northwest of the tell;Northwest of the tell;;;NW;;;;;;34 x 43 x 10;AO 19.992;AO 19.992;Butte NW Tell «S.R. 2004 ? 2,15»;;2004;;2.15;
134;RS;['10.086'];['10.086'];10.086;4.49;4.49;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Northwest of the tell;Northwest of the tell;;;NW;;;;;;58 x 51 x 24;M3369 = A2789;A 2789;Butte NW Tell «S.R. 2018 ? 0,45»;;2018;;0.45;
135;RS;['10.087'];['10.087'];10.087;4.50;4.50;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Northwest of the tell;Northwest of the tell;;;NW;;;;;;47 x 49 x 22;M3424 = A2818;A 2818;Butte NW Tell «S.R. 2027 ? 1,05»;;2027;;1.05;
136;RS;['10.088'];['10.088'];10.088;4.51;4.51;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Northwest of the tell;;;;;;;;;;53 x 54 x 23;M3423 = A2817;A 2817;Butte NW Tell «S.R. 2027 ? 1,05»;;ib.;;;
137;RS;['10.089'];['10.089'];10.089;4.52;4.52;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Northwest of the tell;;;;;;;;;;90 x 80 x 36;AO 20.005;AO 20.005;Butte NW Tell «S.R. 2027 ? 1,05»;;ib.;;;
138;RS;['10.090'];['10.090'];10.090;4.53;4.53;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Northwest of the tell;Northwest of the tell;;;NW;;;;;;55 x 75 x 28;AO 19.975;AO 19.975;Butte NW Tell «S.R. 2031 ? 1,15»;;2031;;1.15;
139;RS;['10.102'];['10.102'];10.102;;8.6;;;;;;;Tablet;Tablet;Northwest of the tell;Northwest of the tell;;;NW;;;;;;104 x 102 x 23;M8497 = A2796;A 2796;Butte NW Tell «S.R. 2086 ? 1,07»;;2086;;1.07;
140;RS;['10.103'];['10.103'];10.103;4.54;4.54;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Northwest of the tell;Northwest of the tell;;;NW;;PROBABLY TRUE;administrative;bt bˁlt mlk (DN?);;40 x 60 x 22;AO 19.977;AO 19.977;Butte NW Tell «S.R. 2087 ? 1,10»;;2087;;1.10;
141;RS;['10.109'];['10.109'];10.109;4.55;4.55;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Northwest of the tell;Northwest of the tell;;;NW;;;;;;121 x 85 x 23;M3411 = A2785;A 2785;Butte NW Tell «S.R. 2097 ? 1,30»;;2097;;1.30;
142;RS;['10.110'];['10.110'];10.110;4.56;4.56;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;Northwest of the tell;Northwest of the tell;;;NW;;;;;;80 x 65 x 25;AO 19.966;AO 19.966;Butte NW Tell «S.R. 2061 vers 2,50»;;2061;;2.50;
143;RS;['10.145'];['10.145'];10.145;;;Hieroglyphic;Egyptian;Hieroglyphs;Egyptian;h-eg;scarab;Scarab;Scarab, Hieroglyphic Egyptian;Lower City;Lower City;;;VB;;;;;;(?);;;Ville Basse Ouest «C.W. 2.166, 4.00»;;2166;;4.00;
144;RS;['11.900'];['11.[900]'];11.[900];4.57;4.57;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;;;;;;;;;;;30 x 60 x 25;AO 19.981;AO 19.981;unknown;;;;;
145;RS;['11.901'];['11.[901]'];11.[901];4.59;4.59;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;;;;;;;;;;;16 x 27 x 7;AO 20.006 [C];A020.006[C];unknown;;;;;
146;RS;['11.902'];['11.[902]'];11.[902];4.58;4.58;Alphabetic;Ugaritic;Alphabetic;Ugaritic;a-ug;E;Tablet;Tablet, Alphabetic Ugaritic;;;;;;;;;;;38 x 46 x 15;AO 20.006 [D];A020.006[D];unknown;;;;;
147;RS;['11.903'];['11.[903]'];11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912];9.10;frgs.;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;;;;;;;;;;;60 x 15 x 9;AO 20.006 [F];AO 20.006[F-O];unknown;;;;;
148;RS;['11.904'];['11.[904]'];11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912];9.11;frgs.;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;;;;;;;;;;;16 x 11 x 8;AO 20.006 [G];AO 20.006[F-O];unknown;;;;;
149;RS;['11.905'];['11.[905]'];11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912];9.12;frgs.;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;;;;;;;;;;;15 x 12 x 4;AO 20.006 [H];AO 20.006[F-O];unknown;;;;;
150;RS;['11.906'];['11.[906]'];11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912];9.13;frgs.;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;;;;;;;;;;;10 x 12 x 7;AO 20.006 [I];AO 20.006[F-O];unknown;;;;;
151;RS;['11.907'];['11.[907]'];11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912];9.14;frgs.;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;;;;;;;;;;;7 x 12 x 5;AO 20.006 [J];AO 20.006[F-O];unknown;;;;;
152;RS;['11.908'];['11.[908]'];11.[903]+11.[904]+11.[905]+11.[906]+11.[907]+11.[908]+11.[909]+11.[910]+11.[911]+11.[912];9.15;frgs.;Alphabetic;Ugaritic;Alphabetic;;a-;;Tablet;Tablet, Alphabetic Ugaritic;;;;;;;;;;;14 x 9 x 5;AO 20.006 [K];AO 20.006[F-O];unknown;;;;;
