;Excavation Siglum;Excavation Numbers;Clemens 2001;Clemens 2001 type;Clemens note;Description;Genre;Object Type;Museum Number;Archive/General area;detail in general;Full TEO Findspot;Topographic Point;Find Depth;Associated Text;Script;Language;Size;KTU3;possible relevant (religious) genres;seal;note;Associated SAU Entry
82;RS;['20.126E'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.126E;Logosyllabic;Akkadian;20 x 20 x 11;;;;;20.126E+20.126F
83;RS;['20.126F'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.126F;Logosyllabic;Akkadian;11 x 16 x 4;;;;;20.126E+20.126F
84;RS;['20.161,25'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1893 ? 1,30;1893;1,3;RS 20.161,25;Logosyllabic;Akkadian;19 x 11 x 5;;;;;20.161,23+20.161,24+20.161,25+20.161,26+20.161,27+20.161,28+20.161,29+20.161,30+20.161,31+20.161,32+20.161,33+20.161,34
85;RS;['20.161,28'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1893 ? 1,30;1893;1,3;RS 20.161,28;Logosyllabic;Akkadian;10 x 17 x 8;;;;;20.161,23+20.161,24+20.161,25+20.161,26+20.161,27+20.161,28+20.161,29+20.161,30+20.161,31+20.161,32+20.161,33+20.161,34
86;RS;['20.161,29'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1893 ? 1,30;1893;1,3;RS 20.161,29;Logosyllabic;Akkadian;15 x 20 x 11;;;;;20.161,23+20.161,24+20.161,25+20.161,26+20.161,27+20.161,28+20.161,29+20.161,30+20.161,31+20.161,32+20.161,33+20.161,34
87;RS;['20.161,32'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1893 ? 1,30;1893;1,3;RS 20.161,32;Logosyllabic;Akkadian;9 x 14 x 5;;;;;20.161,23+20.161,24+20.161,25+20.161,26+20.161,27+20.161,28+20.161,29+20.161,30+20.161,31+20.161,32+20.161,33+20.161,34
88;RS;['20.161,34'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1893 ? 1,30;1893;1,3;RS 20.161,34;Logosyllabic;Akkadian;10 x 13 x 8;;;;;20.161,23+20.161,24+20.161,25+20.161,26+20.161,27+20.161,28+20.161,29+20.161,30+20.161,31+20.161,32+20.161,33+20.161,34
89;RS;['20.186C'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1886 ? 1,0;1886;1;RS 20.186C;Logosyllabic;Akkadian;37 x 40 x 20;;;;;20.186C(+)20.186D
90;RS;['20.186D'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1886 ? 1,0;1886;1;RS 20.186D;Logosyllabic;Akkadian;30 x 31 x 10;;;;;20.186C(+)20.186D
91;RS;['20.426,17'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.426,17;Logosyllabic;Akkadian;16 x 16 x 3;;;;;20.426,15+20.426,16+20.426,17+20.426,18+20.426,19+20.426,20
92;RS;['20.426,18'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.426,18;Logosyllabic;Akkadian;13 x 14 x 8;;;;;20.426,15+20.426,16+20.426,17+20.426,18+20.426,19+20.426,20
93;RS;['20.426,19'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.426,19;Logosyllabic;Akkadian;28 x 13 x 10;;;;;20.426,15+20.426,16+20.426,17+20.426,18+20.426,19+20.426,20
94;RS;['20.430H'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1858 ? 1,30;1858;1,3;RS 20.430H;Logosyllabic;Akkadian;30 x 9 x 8;;;;;20.430H+20.430I+20.430J+20.430K+20.430L+20.430M+20.430N+20.430O+20.430P+20.430Q
95;RS;['20.430I'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1858 ? 1,30;1858;1,3;RS 20.430I;Logosyllabic;Akkadian;44 x 14 x 13;;;;;20.430H+20.430I+20.430J+20.430K+20.430L+20.430M+20.430N+20.430O+20.430P+20.430Q
96;RS;['20.430J'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1858 ? 1,30;1858;1,3;RS 20.430J;Logosyllabic;Akkadian;12 x 17 x 4;;;;;20.430H+20.430I+20.430J+20.430K+20.430L+20.430M+20.430N+20.430O+20.430P+20.430Q
97;RS;['20.430K'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1858 ? 1,30;1858;1,3;RS 20.430K;Logosyllabic;Akkadian;9 x 12 x 3;;;;;20.430H+20.430I+20.430J+20.430K+20.430L+20.430M+20.430N+20.430O+20.430P+20.430Q
98;RS;['20.430L'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1858 ? 1,30;1858;1,3;RS 20.430L;Logosyllabic;Akkadian;26 x 11 x 4;;;;;20.430H+20.430I+20.430J+20.430K+20.430L+20.430M+20.430N+20.430O+20.430P+20.430Q
99;RS;['20.430M'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1858 ? 1,30;1858;1,3;RS 20.430M;Logosyllabic;Akkadian;21 x 14 x 15;;;;;20.430H+20.430I+20.430J+20.430K+20.430L+20.430M+20.430N+20.430O+20.430P+20.430Q
100;RS;['20.430N'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1858 ? 1,30;1858;1,3;RS 20.430N;Logosyllabic;Akkadian;16 x 11 x 2;;;;;20.430H+20.430I+20.430J+20.430K+20.430L+20.430M+20.430N+20.430O+20.430P+20.430Q
101;RS;['20.430O'];;;;Tablet;;Tablet;;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1858 ? 1,30;1858;1,3;RS 20.430O;;;;;;;;20.430H+20.430I+20.430J+20.430K+20.430L+20.430M+20.430N+20.430O+20.430P+20.430Q
102;RS;['20.430P'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1858 ? 1,30;1858;1,3;RS 20.430P;Logosyllabic;Akkadian;12 x 15 x 6;;;;;20.430H+20.430I+20.430J+20.430K+20.430L+20.430M+20.430N+20.430O+20.430P+20.430Q
103;RS;['20.430Q'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1858 ? 1,35;1858;1,35;RS 20.430Q;Logosyllabic;Akkadian;19 x 11 x 6;;;;;20.430H+20.430I+20.430J+20.430K+20.430L+20.430M+20.430N+20.430O+20.430P+20.430Q
104;RS;['20.[434C]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[434C];Logosyllabic;Akkadian;13 x 11 x 4;;;;;20.[434A]+20.[434B]+20.[434C]+20.[434D]
105;RS;['20.[434D]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[434D];Logosyllabic;Akkadian;13 x 3 x 8;;;;;20.[434A]+20.[434B]+20.[434C]+20.[434D]
106;RS;['20.[434A]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[434A];Logosyllabic;Akkadian;44 x 10 x 17;;;;;20.[434A]+20.[434B]+20.[434C]+20.[434D]
107;RS;['20.[434B]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[434B];Logosyllabic;Akkadian;14 x 16 x 4;;;;;20.[434A]+20.[434B]+20.[434C]+20.[434D]
108;RS;['20.[435,1]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435,1];Logosyllabic;Akkadian;13 x 17 x 13;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
109;RS;['20.[435,10]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435,10];Logosyllabic;Akkadian;22 x 30 x 12;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
110;RS;['20.[435,2]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435,2];Logosyllabic;Akkadian;17 x 11 x 8;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
111;RS;['20.[435,3]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435,3];Logosyllabic;Akkadian;13 x 21 x 13;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
112;RS;['20.[435,4]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435,4];Logosyllabic;Akkadian;15 x 15 x 5;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
113;RS;['20.[435,5]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435,5];Logosyllabic;Akkadian;13 x 15 x 12;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
114;RS;['20.[435,6]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435,6];Logosyllabic;Akkadian;22 x 13 x 12;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
115;RS;['20.[435,7]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435,7];Logosyllabic;Akkadian;13 x 12 x 9;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
116;RS;['20.[435,8]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435,8];Logosyllabic;Akkadian;10 x 19 x 5;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
117;RS;['20.[435,9]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435,9];Logosyllabic;Akkadian;15 x 8 x 8;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
118;RS;['20.[435A]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435A];Logosyllabic;Akkadian;36 x 13 x 19;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
119;RS;['20.[435B]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435B];Logosyllabic;Akkadian;16 x 26 x 12;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
120;RS;['20.[435C]'];;;;Tablet, Alphabetic Ugaritic;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435C];Alphabetic;Ugaritic;23 x 31 x 16;9.404;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
121;RS;['20.[435D]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435D];Logosyllabic;Akkadian;46 x 43 x 14;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
122;RS;['20.[435E]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435E];Logosyllabic;Akkadian;38 x 25 x 10;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
123;RS;['20.[435F]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435F];Logosyllabic;Akkadian;33 x 29 x 7;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
124;RS;['20.[435G]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435G];Logosyllabic;Akkadian;32 x 33 x 16;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
125;RS;['20.[435H]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435H];Logosyllabic;Akkadian;44 x 24 x 11;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
126;RS;['20.[435I]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435I];Logosyllabic;Akkadian;25 x 29 x 13;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
127;RS;['20.[435J]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435J];Logosyllabic;Akkadian;9 x 22 x 11;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
128;RS;['20.[435K]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435K];Logosyllabic;Akkadian;21 x 20 x 8;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
129;RS;['20.[435L]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435L];Logosyllabic;Akkadian;23 x 14 x 5;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
130;RS;['20.[435M]'];;;;Tablet, Logosyllabic Akkadian;;Tablet;Damas s.n.;House of Rapanu;;Quartier Résidentiel, M. de Rapanu, room 5, p.t. 1844 ? 1,40;1844;1,4;RS 20.[435M];Logosyllabic;Akkadian;27 x 25 x 8;;;;;20.[435A]+20.[435B]+20.[435C]+20.[435D]+20.[435E]+20.[435F]+20.[435G]+20.[435H]+20.[435I]+20.[435J]+20.[435K]+20.[435L]+20.[435M]+20.[435N]+20.[435O]+20.[435P]+20.[435Q]+20.[435R]+20.[435S]+20.[435T]+20.[435U]+20.[435V]+20.[435W]+20.[435X]+20.[435,1]+20.[435,2]+20.[435,3]+20.[435,4]+20.[435,5]+20.[435,6]+20.[435,7]+20.[435,8]+20.[435,9]+20.[435,10]
